"address","lat","long"
"Cent Inland Capture Fisheries Res Inst, Barakpur 743101, W Bengal, India",22.7674278,88.3883455
"Cent Inst Fisheries Educ, Div Fish Genet & Biotechnol, Bombay 61, Maharashtra, India",19.1398709,72.8161414
"Cent Inst Min & Fuel Res, Environm Management Div, Dhanbad 828108, Jharkhand, India",23.7173367,86.47438
"Cent Inst Min & Fuel Res, Environm Management Div, Digwadih Campus,PO FRI, Dhanbad 828108, Jharkhand, India",23.7066203,86.4132148
"Cent Inst Temperate Hort, Srinagar 190007, Jammu & Kashmir, India",33.9842845,74.7990977
"Cent Marine Fisheries Res Inst, Ernakulam North PO, Kochi 682018, Kerala, India",9.9878439,76.281121
"Cent Muga & Eri Res & Training Inst, Ladoigarh, Assam, India",26.7221476,94.2302565
"Cent MugaEri Res & Training Inst, Cent Silk Board, Jorhat, Assam, India",26.7509207,94.2036696
"Cent Queensland Univ, Sch Hlth Med & Appl Sci, Sydney, NSW, Australia",-33.8688197,151.2092955
"Cent Res Inst Dryland Agr, Hyderabad 500059, Andhra Pradesh, India",15.9128998,79.7399875
"Cent Res Inst Dryland Agr, Hyderabad, Andhra Pradesh, India",17.385044,78.486671
"Cent Rice Res Inst, Div Crop Prod, Microbiol Lab, Cuttack 753006, Odisha, India",20.4537085,85.9337698
"Cent Soil & Water Conservat Res & Training Inst, 218 Kaulagarh Rd, Dehra Dun 248195, Uttar Pradesh, India",30.335641,78.0240375
"Cent Soil & Water Conservat Res & Training Inst, Dehra Dun 248195, Uttar Pradesh, India",30.3661106,78.0723248
"Cent Soil Salin Res Inst, AICRP Management Salt Affected Soils & Use Saline, Karnal 132001, Haryana, India",29.6386837,77.0794705
"Cent Soil Salin Res Inst, Karnal 132001, India",29.6856929,76.9904825
"CENT SOIL SALIN RES INST,KARNAL 132001,PUNJAB,INDIA",29.6856929,76.9904825
"Cent Univ Kashmir, Dept Bot, Sci Campus, Ganderbal 191201, Jammu & Kashmir, India",34.2311726,74.7271672
"Cent Univ Kerala, Dept Environm Sci, Kasaragod 671316, Kerala, India",12.3921243,75.0926584
"Cent Univ Kerala, Kasaragod 671316, Kerala, India",12.3921243,75.0926584
"Cent Univ Orissa, Dept Biodivers & Conservat Nat Resources, Landiguda 764021, Koraput, India",18.7769895,82.742228
"Cent Univ Punjab, Mansa Rd, Bathinda 151001, India",30.1990166,74.9468941
"Cent Univ Rajasthan, Sch Earth Sci, Dept Environm Sci, Ajmer 305817, Rajasthan, India",26.4498954,74.6399163
"Cent Univ Rajasthan, Sch Earth Sci, Dept Environm Sci, Remote Sensing & GIS Lab, NH-8, Ajmer 305817, Rajasthan, India",26.7451371,75.3538913
"Cent Univ South Bihar, Ctr Educ Life Sci, Gaya Campus, Gaya 823001, Bihar, India",24.7912052,84.9973546
"Cent Univ South Bihar, Sch Earth Biol & Environm Sci, Ctr Biol Sci Biotechnol, Patna 800014, Bihar, India",25.6164189,85.1411084
"Cent Univ Tamil Nadu, Dept Geog, Thiruvarur, India",10.8152103,79.6365999
"Cent Univ Tamil Nadu, Sch Math & Comp Sci, Dept Math, Thiruvarur 610101, Tamil Nadu, India",10.8192951,79.7063317
"CEPT Univ, Ctr Adv Res Bldg Sci & Energy, Ahmadabad 380009, Gujarat, India",23.0371184,72.5489122
"Chaudhary Charan Singh Haryana Agr Univ CCSHAU, Hisar 125004, Haryana, India",29.1509783,75.7041441
"Childrens Univ Hosp, Dept Ophthalmol, Dublin, Ireland",53.3568931,-6.2620401
"China Med Univ, Dept Med Lab Sci & Biotechnol, 91 Hsueh Shih Rd, Taichung 404, Taiwan",24.1573171,120.6832556
"China Med Univ, Dept Med Lab Sci & Biotechnol, Taichung 40402, Taiwan",24.1631651,120.6746691
"China Univ Geosci Beijing, Sch Earth Sci & Resources, Beijing, Peoples R China",39.991253,116.3471009
"China Univ Min & Technol, Coll Geosci & Survey Engn, Beijing 100083, Peoples R China",39.9911599,116.3534999
"China Univ Min & Technol, Sch Resources & Geosci, Xuzhou 221116, Jiangsu, Peoples R China",34.2006442,117.4732571
"China Univ Min & Technol, State Key Lab Coal Resources & Safe Min, Xuzhou, Jiangsu, Peoples R China",34.2043999,117.28577
"Chinese Acad Agr Sci, Inst Anim Sci, CAAS ILRI Joint Lab Livestock & Forage Genet Reso, Beijing, Peoples R China",39.904211,116.407395
"Chinese Acad Forestry, Res Inst Resource Insects, Key Lab Cultivating & Utilizat Resource Insects, State Forestry Adm, Kunming 650224, Peoples R China",25.1117899,102.85012
"Chinese Acad Sci, Ctr Integrat Conservat, Xishuangbanna Trop Bot Garden, Mengla 666303, Yunnan, Peoples R China",21.9353099,101.24881
"Chinese Acad Sci, Gardening & Hort Dept, Xishuangbanna Trop Bot Garden, Mengla 666303, Yunnan, Peoples R China",21.9353099,101.24881
"Chinese Acad Sci, Inst Geog Sci & Nat Resources Res, Beijing 100101, Peoples R China",39.9966999,116.41
"Chinese Acad Sci, Inst Geol & Geophys, Beijing, Peoples R China",39.904211,116.407395
"Chinese Acad Sci, Kunming Inst Bot, Key Lab Plant Divers & Biogeog East Asia KLPB, Kunming 650201, Yunnan, Peoples R China",24.8796599,102.83322
"Chinese Acad Sci, Kunming Inst Zool, Yunnan Lab Mol Biol Domest Anim, Kunming, Yunnan, Peoples R China",24.8796599,102.83322
"Chinese Acad Sci, State Key Lab Genet Resources & Evolut, Kunming Inst Zool, Kunming, Yunnan, Peoples R China",25.0674712,102.7048115
"Chinese Acad Sci, Wuhan Bot Garden, Key Lab Aquat Bot & Watershed Ecol, Wuhan 430074, Peoples R China",30.5927599,114.30525
"Chinese Acad Sci, Xishuangbanna Trop Bot Garden, Yunnan 666303, Peoples R China",21.9353099,101.24881
"Chinese Acad Sci, XTBG, Ctr Integrat Conservat, Menglun Town 666303, Yunnan, Peoples R China",21.935158,101.248868
"Chinese Acad Sci, XTBG, Key Lab Trop Forest Ecol, Menglun Town 666303, Yunnan, Peoples R China",21.935158,101.248868
"CIAT, Div Soils, Nairobi, Kenya",-1.2176411,36.901045
"CIFOR, JKPWB, Jakarta 10065, Indonesia",-6.2087634,106.845599
"CIMMYT, GCP, Genom Gene Discovery Subprogramme, Mexico City 06600, DF, Mexico",19.4276061,-99.1608372
"CIRAD, UPR AGIRs, F-34398 Montpellier 05, France",43.610769,3.876716
"CNPMAI, Route Nemours, F-91490 Milly La Foret, France",48.3926978,2.4873805
"CNRS MAEE, French Inst Pondicherry, UMIFRE 21, USR 3330, 11 St Louis St, Pondicherry 605001, India",11.9369401,79.8356517
"CNRS MAEE, French Inst Pondicherry, UMIFRE 21, USR 3330, Pondicherry 605001, India",11.9415915,79.8083133
"CNRS, Ecol Microbienne, UMR5557, Villeurbanne, France",45.7804466,4.8672974
"CNRS, Unite Mixte Rech UMR 8198, F-59650 Villeneuve Dascq, France",50.6047327,3.1465215
"Cochin Univ Sci & Technol, Sch Marine Sci, Dept Marine Biol Microbiol & Biochem, Cochin 682016, Kerala, India",9.966688,76.2870113
"Coll Engn & Technol, Dept Biotechnol, Bhubaneswar 751003, Odisha, India",20.2915796,85.7564107
"Coll Forestry, Ponnampet, India",12.1445375,75.9382031
"Coll Vet Sci & Anim Husb, Dharapura, Dholpur, India",10.7369152,77.5257693
"Coll Vet Sci, Dept Parasitol, Gauhati, Assam, India",26.1212925,91.8215716
"Colorado State Univ, Nat Resource Ecol Lab, Ft Collins, CO 80523 USA",40.5702631,-105.0903456
"Columbia Univ, Dept Ecol Evolut & Environm Biol, New York, NY 10027 USA",40.8075355,-73.9625727
"Columbia Univ, Dept Ecol Evolut & Environm Biol, New York, NY USA",40.8075355,-73.9625727
"Columbia Univ, Earth Inst, New York, NY 10027 USA",40.8063056,-73.964554
"CONACYT Inst Tecnol Conkal, Av Tecnol S-N, Conkal 97345, Yucatan, Mexico",21.0862422,-89.5198391
"Concordia Univ, Ctr Struct & Funct Genom, Biol Dept, 7141 Sherbrooke West, Montreal, PQ H4B 1R6, Canada",45.4578426,-73.6415682
"Concordia Univ, Ctr Struct & Funct Genom, Montreal, PQ, Canada",45.4969874,-73.5788077
"Concordia Univ, Dept Biol, Montreal, PQ H3G 1M8, Canada",45.4948363,-73.5779128
"Conservat Int, 2011 Crystal Dr,Suite 600, Arlington, VA 22202 USA",38.8556199,-77.048901
"Cooch Behar Panchanan Barma Univ, Dept Geog, Cooch Behar 736101, India",26.3215884,89.4695429
"Cornell Univ, Cornell Lab Ornithol, Bioacoust Res Program, Ithaca, NY 14853 USA",42.4467049,-76.4830579
"Cotton Univ, Dept Environm Biol & Wildlife Sci, Panbazar 781001, Guwahati, India",26.187526,91.7440996
"CRIJAF, Div Crop Prod, Kolkata 700120, India",22.7597693,88.4268522
"CSIC, Museo Nacl Ciencias Nat, E-28006 Madrid, Spain",40.4351996,-3.68134
"CSIR Cent Inst Min & Fuel Res, Environm Management Div, Digwadih Campus,PO FRI, Dhanbad 828108, Jharkhand, India",23.7066203,86.4132148
"CSIR Indian Inst Toxicol Res, Div Environm Chem, Lucknow 226001, Uttar Pradesh, India",26.8537051,80.9484195
"CSIR Indian Inst Toxicol Res, Div Environm Chem, Post Box 80,Mahatma Gandhi Marg, Lucknow 226001, Uttar Pradesh, India",26.8516824,80.9386863
"CSIR Natl Bot Res Inst NBRI, Bot Garden Div, Rana Pratap Marg, Lucknow 226001, Uttar Pradesh, India",26.8562908,80.9498597
"CSIR Natl Bot Res Inst, Lucknow 226001, Uttar Pradesh, India",26.8594354,80.9308304
"CSIR Natl Bot Res Inst, Plant Ecol & Climate Change Sci Div, Rana Pratap Marg, Lucknow 226001, Uttar Pradesh, India",26.8562834,80.948002
"CSIR Natl Inst Oceanog CSIR NIO, Biol Oceanog Div BOD, Panaji 403004, Goa, India",15.459061,73.8051458
"CSIR, Acad Sci & Innovat Res, New Delhi 110001, India",28.6184547,77.2120814
"CSIR, Cent Inst Med & Aromat Plants, Lucknow 226015, Uttar Pradesh, India",26.8757363,80.9732924
"CSIR, Cent Inst Med & Aromat Plants, Res Ctr, PO Nagla Dairy Farm, Udham Singh Nagar 263149, Uttarakhand, India",28.9981478,79.5125662
"CSIR, Cent Inst Med & Aromat Plants, Res Ctr, Udham Singh Nagar 263149, Uttarakhand, India",28.9733562,79.5266211
"CSIR, Cent Inst Min & Fuel Res, Environm Management Div, Dhanbad 828108, Bihar, India",23.7173367,86.47438
"CSIR, Cent Inst Min & Fuel Res, Environm Management Div, Digwadih Campus, Dhanbad 828108, Bihar, India",23.7066203,86.4132148
"CSIR, Cent Salt & Marine Chem Res Inst, Div Marine Biotechnol & Ecol, GB Marg, Gujarat 364002, India",22.6708317,71.5723953
"CSIR, Cent Salt & Marine Chem Res Inst, Div Marine Biotechnol & Ecol, Gujarat 364002, India",22.6708317,71.5723953
"CSIR, Natl Bot Res Inst, Lucknow 226001, Uttar Pradesh, India",26.8594354,80.9308304
"CSIR, Natl Bot Res Inst, Plant Divers Systemat & Herbarium Div, Lucknow 226001, Uttar Pradesh, India",26.8537051,80.9484195
"CSIR, Natl Bot Res Inst, Plant Divers Systemat & Herbarium Div, Rana Pratap Marg, Lucknow 226001, Uttar Pradesh, India",26.8562834,80.948002
"CSIR, Natl Bot Res Inst, Plant Mol Biol & Genet Engn Div, Lucknow 226001, Uttar Pradesh, India",26.8537051,80.9484195
"CSIR, Natl Inst Oceanog, Geol Oceanog Div, Panaji, Goa, India",15.4909301,73.8278496
"CSIR, Natl Inst Oceanog, Panaji 403004, Goa, India",15.459061,73.8051458
"CSK Himachal Pradesh Krishi Vishwavidyalaya, Dept Vet Pharmacol, DGCN Coll Vet & Anim Sci, Palampur 176062, HP, India",32.0931135,76.5546031
"CSK Himachal Pradesh Krishi Vishwavidyalaya, Dept Vet Publ Hlth & Epidemiol, DGCN Coll Vet & Anim Sci, Palampur 176062, HP, India",32.0931135,76.5546031
"CSKHPKV, Dept Plant Breeding & Genet, FPGMC, Palampur 176062, Himachal Prades, India",32.0931135,76.5546031
"CSWCRTI, Div Agroforestry, Dehra Dun 248195, India",30.3517987,78.0095607
"Ctr Adv Sustainable Agr, New Delhi, India",28.6139391,77.2090212
"Ctr Biotechnol Bordj Cedria, Lab Physiol Mol Plantes, Hammam Lif, Tunisia",36.7230724,10.3441758
"Ctr Cellular & Mol Biol, Hyderabad 500007, Andhra Pradesh, India",15.9128998,79.7399875
"Ctr Cellular & Mol Biol, Uppal Rd, Hyderabad 500007, Andhra Pradesh, India",15.9128998,79.7399875
"Ctr Dev Adv Comp, HPC Med & Bioinformat Applicat Grp, Pune 411008, Maharashtra, India",18.5378802,73.8048243
"Ctr Dev Adv Comp, NSG IT Pk, Pune 411005, Maharashtra, India",18.5116058,73.8498063
"Ctr Dev Adv Comp, Pune 411005, Maharashtra, India",18.5256199,73.8538648
"Ctr DNA Fingerprinting & Diagnost, Hyderabad, Andhra Pradesh, India",17.393221,78.5576831
"Ctr Earth Sci Studies, Thiruvananthapuram, Kerala, India",8.4638692,76.9251903
"Ctr Earth Sci Studies, Trivandrum 695031, Kerala, India",8.5241391,76.9366376
"Ctr Ecol & Hydrol, Wallingford OX10 8BB, Oxon, England",51.6023743,-1.1107182
"Ctr Ecol & Rural Dev, 46 Vinayagar Koil St,Perumal Raja Garden, Pondicherry 60510, India",11.9385659,79.823639
"Ctr Environm & Dev, Thiruvananthapuram 695013, Kerala, India",8.5433026,76.974896
"Ctr Environm Planning & Technol CEPT Univ, Ahmadabad 380009, Gujarat, India",23.0371184,72.5489122
"Ctr Invest Cient Yucatan AC, Unidad Recursos Nat, Calle 43 130, Merida 97200, Yucatan, Mexico",20.9759492,-89.6037211
"Ctr Large Landscape Conservat, Bozeman, MT USA",45.6805544,-111.0415821
"Ctr Oceans Rivers Atmosphere & Land Sci, Indian Inst Technol Kharagpur, Kharagpur, W Bengal, India",22.34601,87.2319753
"Ctr Wildlife Studies, 1669 31st Cross,16th Main,Banashankari 2nd Stage, Bangalore 560070, Karnataka, India",12.9205725,77.5651755
"Ctr Wildlife Studies, 551,7th Main Rd,2nd Phase, Bengaluru 560097, India",13.0697287,77.5822943
"Ctr Wildlife Studies, Bangalore 560070, Karnataka, India",12.974809,77.616254
"CTRAN Consulting, Bhubaneswar, India",20.2488562,85.8416045
